,surface_reelle_bati,code_commune,type_local,valeur_fonciere
977602,149.0,93029,Maison,407500.0
948227,105.0,92025,Maison,1067000.0
994794,47.0,94076,Appartement,226000.0
955103,70.0,92024,Appartement,529000.0
1031536,92.0,75109,Appartement,1030000.0
986522,49.0,94015,Appartement,246150.0
1029943,46.0,75119,Appartement,468310.0
1051566,120.0,75106,Appartement,3300000.0
946521,63.0,92063,Appartement,298300.0
1059569,25.0,75115,Appartement,300000.0
1054036,47.0,75112,Appartement,415000.0
998004,72.0,94054,Appartement,210000.0
1041961,40.0,75117,Appartement,375000.0
1030737,71.0,75110,Appartement,550050.0
1038307,48.0,75118,Appartement,410000.0
981323,53.0,93048,Appartement,210000.0
978189,45.0,93048,Appartement,330000.0
1055716,135.0,75111,Appartement,1439600.0
953417,59.0,92044,Appartement,552000.0
1043835,33.0,75110,Appartement,325140.0
1063984,139.0,75116,Appartement,1580000.0
1045465,39.0,75118,Appartement,403000.0
1032793,24.0,75118,Appartement,370000.0
951355,39.0,92004,Appartement,294380.0
1029551,55.0,75119,Appartement,317308.0
1030981,30.0,75120,Appartement,280000.0
986902,67.0,94068,Appartement,447100.0
1038600,43.0,75120,Appartement,422000.0
949185,38.0,92062,Appartement,304000.0
946124,36.0,92004,Appartement,298000.0
1041564,33.0,75120,Appartement,345000.0
991674,88.0,94042,Maison,584000.0
1058082,23.0,75111,Appartement,294850.0
984506,44.0,94068,Appartement,351000.0
977514,20.0,93070,Appartement,80000.0
967354,18.0,93051,Appartement,65000.0
977192,34.0,93010,Appartement,126000.0
1054921,190.0,75115,Maison,2125000.0
983767,17.0,93066,Appartement,390136.0
1032770,18.0,75120,Appartement,160000.0
974561,49.0,93048,Appartement,432692.0
1033969,25.0,75117,Appartement,305000.0
980672,74.0,93066,Appartement,225000.0
1040624,22.0,75117,Appartement,233000.0
973157,45.0,93045,Appartement,288000.0
1051217,50.0,75105,Appartement,540000.0
982780,28.0,93066,Appartement,91500.0
984079,82.0,94060,Maison,358000.0
961918,226.0,92072,Maison,2473500.0
977113,60.0,93014,Maison,260000.0
953910,48.0,92024,Maison,730000.0
1000225,60.0,94081,Appartement,400000.0
986726,108.0,94052,Appartement,1025000.0
954525,32.0,92004,Appartement,235000.0
982475,126.0,93071,Maison,270000.0
947641,38.0,92073,Appartement,165600.0
970431,78.0,93008,Appartement,225000.0
944698,27.0,92050,Appartement,160000.0
1063420,74.0,75116,Appartement,808000.0
953318,58.0,92050,Appartement,416000.0
955126,61.0,92024,Appartement,480000.0
1052295,57.0,75115,Appartement,590000.0
983573,57.0,93029,Appartement,157000.0
1042763,136.0,75108,Appartement,1700000.0
1053768,63.0,75106,Appartement,1047400.0
945033,43.0,92051,Appartement,25000.0
984543,74.0,94011,Appartement,275000.0
1049963,54.0,75115,Appartement,600000.0
981772,48.0,93001,Appartement,170000.0
990865,71.0,94080,Appartement,670000.0
995804,74.0,94076,Appartement,364000.0
952395,23.0,92050,Appartement,128000.0
997909,68.0,94052,Appartement,485500.0
984897,55.0,94041,Appartement,305000.0
1065098,87.0,75115,Appartement,1060000.0
1059988,48.0,75107,Appartement,855500.0
950023,25.0,92004,Appartement,201400.0
988068,56.0,94002,Appartement,314000.0
998937,77.0,94073,Appartement,235635.0
1060162,24.0,75105,Appartement,290000.0
1000851,140.0,94075,Maison,445000.0
985278,34.0,94044,Appartement,162000.0
1048275,11.0,75113,Appartement,128500.0
993365,28.0,94033,Appartement,205000.0
949487,97.0,92044,Appartement,93200.0
1045514,80.0,75102,Appartement,631000.0
1045193,59.0,75120,Appartement,65000.0
974332,168.0,93015,Maison,445000.0
982659,60.0,93046,Maison,357000.0
955265,21.0,92026,Appartement,163800.0
991337,48.0,94033,Maison,445000.0
994836,66.0,94019,Appartement,310000.0
970932,53.0,93006,Appartement,270000.0
1055019,50.0,75112,Appartement,532500.0
1050174,120.0,75116,Appartement,1330000.0
969119,49.0,93070,Appartement,370000.0
1038693,71.0,75120,Appartement,932000.0
988551,158.0,94042,Maison,940000.0
984031,137.0,94068,Maison,970000.0
1042835,26.0,75103,Appartement,450600.0
1000958,43.0,94044,Appartement,203300.0
960395,69.0,92022,Appartement,319200.0
1050968,141.0,75106,Appartement,2202000.0
989439,46.0,94071,Appartement,150000.0
994331,142.0,94071,Maison,750000.0
996877,85.0,94033,Maison,685000.0
951281,188.0,92051,Appartement,2800000.0
969310,56.0,93027,Appartement,202500.0
995100,97.0,94078,Maison,308000.0
967978,33.0,93064,Appartement,190000.0
974257,104.0,93078,Maison,310000.0
980300,34.0,93006,Appartement,255000.0
984488,37.0,94018,Appartement,304800.0
980362,66.0,93032,Maison,348000.0
970624,48.0,93032,Maison,220000.0
1001112,180.0,94052,Maison,1340000.0
956366,41.0,92026,Appartement,260000.0
977152,14.0,93014,Appartement,74000.0
947133,63.0,92024,Appartement,377996.0
1053108,39.0,75111,Appartement,435000.0
967157,71.0,93031,Appartement,181000.0
1000288,64.0,94001,Appartement,155000.0
981456,90.0,93062,Appartement,440000.0
957492,84.0,92040,Appartement,600000.0
1052756,51.0,75114,Appartement,634000.0
963977,83.0,92040,Appartement,800000.0
1053073,54.0,75112,Appartement,520000.0
1060105,83.0,75115,Appartement,340000.0
968694,40.0,93064,Appartement,1910000.0
1058972,43.0,75105,Appartement,310000.0
1041977,12.0,75118,Appartement,100000.0
989073,78.0,94060,Maison,354900.0
969838,33.0,93057,Appartement,110000.0
1055056,92.0,75114,Appartement,1272500.0
987870,91.0,94078,Maison,329000.0
949981,70.0,92004,Appartement,560000.0
1032094,48.0,75117,Appartement,562000.0
965546,130.0,92023,Maison,1053400.0
982578,68.0,93005,Maison,285000.0
1053196,42.0,75115,Appartement,555720.0
947364,26.0,92073,Appartement,235000.0
1052924,200.0,75116,Appartement,2990000.0
996684,64.0,94068,Maison,610000.0
1049902,31.0,75105,Appartement,240000.0
981369,154.0,93005,Maison,401500.0
955286,30.0,92026,Appartement,236099.0
967594,58.0,93029,Maison,222500.0
962690,82.0,92023,Maison,735000.0
1047500,30.0,75113,Appartement,283000.0
1061162,63.0,75115,Appartement,674000.0
969775,125.0,93050,Maison,510000.0
990131,120.0,94058,Appartement,480000.0
976672,32.0,93066,Appartement,115000.0
965467,94.0,92075,Appartement,665000.0
965004,53.0,92012,Appartement,520000.0
959170,93.0,92022,Appartement,472290.0
983351,47.0,93066,Appartement,215500.0
1041797,25.0,75119,Appartement,195000.0
1056735,32.0,75105,Appartement,480000.0
984968,102.0,94034,Appartement,225600.0
1043310,40.0,75119,Appartement,330000.0
1036711,78.0,75109,Appartement,891550.0
973874,85.0,93057,Maison,361000.0
1044979,165.0,75118,Appartement,2178500.0
978475,30.0,93048,Appartement,150943.4
959825,42.0,92032,Appartement,188000.0
959111,131.0,92012,Appartement,2075000.0
948985,19.0,92026,Appartement,177600.0
1061298,63.0,75115,Appartement,756100.0
988293,100.0,94080,Appartement,685000.0
1048888,35.0,75112,Appartement,433000.0
969346,59.0,93032,Appartement,183500.0
1062206,80.0,75116,Appartement,833000.0
977214,25.0,93001,Appartement,111111.0
977260,71.0,93031,Appartement,240000.0
1033085,30.0,75118,Appartement,240000.0
945163,70.0,92044,Appartement,687000.0
985969,50.0,94079,Maison,290000.0
1063391,59.0,75112,Appartement,3000000.0
1057468,42.0,75107,Appartement,512000.0
1039272,67.0,75110,Appartement,620000.0
992830,21.0,94028,Appartement,156346.0
1042038,44.0,75108,Appartement,569500.0
1036440,31.0,75119,Appartement,220000.0
986383,62.0,94081,Maison,330000.0
1057213,30.0,75116,Appartement,388850.0
1032687,18.0,75118,Appartement,186000.0
977840,67.0,93072,Appartement,162000.0
954540,36.0,92062,Appartement,288000.0
1035214,32.0,75118,Appartement,315000.0
948990,53.0,92073,Appartement,410000.0
951713,40.0,92044,Appartement,362250.0
1056914,15.0,75114,Appartement,125000.0
987372,16.0,94041,Appartement,175000.0
1052070,18.0,75106,Appartement,220000.0
1039145,116.0,75120,Appartement,843150.0
956303,88.0,92004,Appartement,236100.0
1036030,39.0,75103,Appartement,654000.0
1062684,21.0,75106,Appartement,230000.0
1044423,42.0,75118,Appartement,285000.0
996552,102.0,94080,Appartement,822500.0
977070,30.0,93053,Appartement,132500.0
1054520,82.0,75114,Appartement,850000.0
988540,110.0,94068,Maison,724900.0
972082,56.0,93007,Appartement,115000.0
1033382,52.0,75118,Appartement,625150.0
1036748,91.0,75108,Appartement,1243800.0
1039978,54.0,75119,Appartement,501000.0
1043782,20.0,75117,Appartement,163000.0
1060242,139.0,75107,Appartement,3050000.0
989998,49.0,94054,Appartement,510000.0
980073,53.0,93048,Appartement,357000.0
948020,56.0,92024,Appartement,355000.0
948092,48.0,92004,Appartement,159000.0
1056055,50.0,75115,Appartement,5000000.0
980358,70.0,93048,Maison,560000.0
1050919,10.0,75111,Appartement,102000.0
1062449,155.0,75115,Appartement,289000.0
994914,38.0,94077,Maison,281150.0
996203,97.0,94058,Maison,830900.0
1058417,38.0,75111,Appartement,432000.0
1030361,36.0,75118,Appartement,429000.0
988519,58.0,94017,Maison,731000.0
953526,40.0,92024,Appartement,175000.0
954538,40.0,92051,Appartement,460000.0
970659,110.0,93055,Appartement,486000.0
1046604,35.0,75118,Appartement,250000.0
1030024,14.0,75110,Appartement,167000.0
997724,45.0,94002,Appartement,1050000.0
1000939,55.0,94011,Maison,180000.0
957522,80.0,92002,Appartement,338000.0
1055270,40.0,75113,Appartement,437230.0
987986,103.0,94079,Maison,690000.0
953706,49.0,92024,Appartement,367000.0
967692,49.0,93051,Appartement,175000.0
959659,98.0,92019,Appartement,390775.0
947016,61.0,92025,Appartement,294000.0
988314,38.0,94021,Appartement,135000.0
999494,65.0,94001,Appartement,239000.0
1048504,67.0,75107,Appartement,1254250.0
1034074,200.0,75104,Appartement,3430621.0
979388,67.0,93055,Appartement,440350.0
948132,100.0,92024,Appartement,945000.0
1045559,27.0,75117,Appartement,300000.0
1031619,65.0,75119,Appartement,465000.0
946244,102.0,92051,Appartement,1442500.0
984163,91.0,94028,Appartement,426800.0
968090,230.0,93062,Maison,824500.0
987010,79.0,94028,Appartement,320000.0
964290,65.0,92012,Appartement,739480.0
950804,59.0,92026,Appartement,431400.0
984678,50.0,94076,Appartement,215000.0
1036678,30.0,75117,Appartement,415000.0
1061400,59.0,75111,Appartement,759250.0
1034123,50.0,75118,Appartement,621000.0
984744,66.0,94073,Appartement,178000.0
1035998,38.0,75109,Appartement,410000.0
1063394,42.0,75114,Appartement,423000.0
1032663,14.0,75120,Appartement,185000.0
972215,91.0,93074,Maison,368000.0
984264,78.0,94081,Appartement,359058.03
954788,75.0,92004,Appartement,522000.0
1030097,25.0,75119,Appartement,245000.0
1053240,75.0,75106,Appartement,1570000.0
1055978,75.0,75115,Appartement,1000000.0
963696,105.0,92023,Appartement,730000.0
1058800,65.0,75113,Appartement,710000.0
961680,110.0,92023,Maison,969060.0
1047246,11.0,75112,Appartement,120000.0
986131,68.0,94018,Appartement,665000.0
981547,27.0,93039,Appartement,112000.0
963245,35.0,92033,Appartement,171000.0
963656,44.0,92012,Appartement,395300.0
958337,72.0,92040,Appartement,600000.0
962120,38.0,92075,Appartement,252000.0
988493,49.0,94054,Appartement,182000.0
1063963,89.0,75115,Appartement,1095000.0
977674,44.0,93046,Appartement,186280.0
972052,81.0,93066,Appartement,235000.0
970534,60.0,93005,Appartement,100000.0
1037626,25.0,75109,Appartement,180000.0
1053406,75.0,75115,Appartement,629000.0
1035455,46.0,75118,Appartement,425000.0
1064876,32.0,75114,Appartement,340000.0
1038682,94.0,75102,Appartement,830000.0
988746,52.0,94017,Appartement,185000.0
952055,63.0,92044,Appartement,686000.0
1064157,35.0,75115,Appartement,300000.0
1046762,32.0,75101,Appartement,411636.06
1050100,25.0,75112,Appartement,230000.0
978087,69.0,93032,Appartement,165500.0
946957,140.0,92051,Appartement,1511350.0
981618,90.0,93001,Appartement,370000.0
1047464,31.0,75112,Appartement,313000.0
945278,52.0,92044,Appartement,435000.0
997882,50.0,94052,Appartement,368700.0
972854,68.0,93048,Appartement,536000.0
1057813,26.0,75112,Appartement,31657.8
971305,71.0,93070,Appartement,426700.0
997159,54.0,94079,Appartement,218000.0
1045746,58.0,75119,Appartement,510000.0
977324,15.0,93066,Appartement,93000.0
1065087,28.0,75111,Appartement,290000.0
961848,110.0,92032,Maison,1045000.0
1050185,220.0,75116,Appartement,1742900.0
962334,40.0,92049,Appartement,357245.0
986570,49.0,94028,Appartement,217000.0
997631,62.0,94073,Appartement,200000.0
954559,42.0,92051,Appartement,550000.0
977183,63.0,93079,Appartement,162000.0
988118,34.0,94046,Appartement,210000.0
949836,70.0,92073,Appartement,659779.0
977550,58.0,93010,Appartement,177500.0
1037467,115.0,75117,Appartement,1200000.0
960896,38.0,92012,Appartement,320000.0
966051,18.0,92072,Appartement,95000.0
966434,35.0,92077,Appartement,185000.0
967081,94.0,92077,Appartement,488000.0
953611,82.0,92051,Appartement,830000.0
1056231,58.0,75107,Maison,235000.0
986512,54.0,94052,Appartement,395000.0
1053916,18.0,75111,Appartement,200000.0
1034696,47.0,75120,Appartement,455000.0
978589,80.0,93057,Appartement,210000.0
993555,73.0,94001,Appartement,175000.0
986783,41.0,94038,Maison,269000.0
1064848,41.0,75114,Appartement,513830.0
978264,68.0,93066,Appartement,235000.0
960650,103.0,92040,Appartement,824618.0
1029925,60.0,75120,Appartement,550000.0
993571,59.0,94041,Appartement,333000.0
961811,42.0,92048,Appartement,291030.0
979441,109.0,93078,Maison,372750.0
1053936,80.0,75115,Appartement,855000.0
1033901,39.0,75117,Appartement,432700.0
987463,63.0,94048,Maison,174700.0
962379,92.0,92014,Appartement,705000.0
969672,103.0,93074,Maison,350000.0
1056838,45.0,75115,Appartement,700000.0
1045032,22.0,75118,Appartement,17000.0
946001,39.0,92026,Appartement,270000.0
974959,33.0,93008,Appartement,116000.0
1031192,98.0,75103,Appartement,1118000.0
968012,62.0,93031,Appartement,140000.0
1035764,36.0,75103,Appartement,384000.0
1001155,20.0,94073,Appartement,351600.0
1059650,33.0,75111,Appartement,398000.0
1048217,100.0,75111,Appartement,1169000.0
1001041,63.0,94041,Appartement,290000.0
944740,60.0,92025,Appartement,336000.0
983546,77.0,93005,Maison,275000.0
1058054,27.0,75111,Appartement,240000.0
1029217,44.0,75118,Appartement,580000.0
949794,59.0,92051,Appartement,595000.0
1053630,47.0,75111,Appartement,505000.0
1049670,36.0,75113,Appartement,365000.0
993188,81.0,94033,Maison,443000.0
950147,103.0,92036,Appartement,332000.0
1039872,226.0,75119,Appartement,944000.0
975752,70.0,93049,Maison,750000.0
1063220,45.0,75115,Appartement,371429.0
986481,84.0,94060,Maison,289000.0
1042741,42.0,75119,Appartement,511000.0
986195,28.0,94058,Appartement,115000.0
984449,43.0,94068,Appartement,220000.0
946983,50.0,92004,Appartement,210000.0
1031223,78.0,75102,Appartement,748700.0
1001000,46.0,94033,Appartement,315000.0
988494,41.0,94073,Appartement,160000.0
1053638,53.0,75115,Appartement,320000.0
984051,43.0,94002,Appartement,247000.0
1063578,52.0,75111,Appartement,435000.0
977299,118.0,93057,Maison,382000.0
957901,30.0,92022,Appartement,180000.0
948612,59.0,92044,Appartement,610300.0
1029784,35.0,75119,Appartement,282000.0
969571,52.0,93064,Appartement,215000.0
973593,60.0,93062,Appartement,197000.0
1050093,59.0,75115,Appartement,570000.0
1060392,35.0,75111,Appartement,295279.0
952365,94.0,92026,Appartement,608900.0
1030772,32.0,75117,Appartement,402710.0
1062508,85.0,75114,Appartement,905000.0
1032059,67.0,75119,Appartement,614100.0
960009,24.0,92012,Appartement,237000.0
997666,85.0,94019,Maison,255360.0
985329,217.0,94018,Appartement,1500000.0
973204,85.0,93066,Appartement,362000.0
1033709,50.0,75118,Appartement,597000.0
974024,50.0,93048,Appartement,480000.0
1035923,13.0,75120,Appartement,295000.0
951328,29.0,92073,Appartement,2500000.0
982078,78.0,93066,Appartement,171000.0
975044,65.0,93048,Maison,200000.0
1048662,18.0,75106,Appartement,282816.0
956741,103.0,92046,Maison,1160000.0
962859,33.0,92048,Appartement,178000.0
978522,180.0,93048,Maison,890000.0
1039527,74.0,75102,Appartement,882000.0
1046356,22.0,75120,Appartement,162000.0
946248,51.0,92026,Appartement,307080.0
964490,108.0,92007,Appartement,419000.0
1045485,70.0,75103,Appartement,983000.0
987835,94.0,94069,Appartement,753000.0
1042456,84.0,75109,Appartement,920000.0
1030619,74.0,75110,Appartement,903367.0
1001238,46.0,94003,Appartement,240000.0
955263,85.0,92051,Appartement,845000.0
998590,59.0,94022,Appartement,264900.0
990242,55.0,94033,Appartement,407550.0
985547,66.0,94080,Appartement,537000.0
1038348,32.0,75120,Appartement,298400.0
1036003,30.0,75119,Appartement,300000.0
1046163,46.0,75117,Appartement,408000.0
953343,109.0,92026,Appartement,746000.0
955109,58.0,92024,Appartement,450000.0
971602,35.0,93045,Appartement,266000.0
997232,80.0,94033,Appartement,524500.0
979136,60.0,93064,Appartement,202000.0
1032722,60.0,75104,Appartement,780000.0
1039841,23.0,75117,Appartement,251720.0
1038830,130.0,75108,Appartement,1695830.0
970428,40.0,93045,Appartement,440000.0
1046968,76.0,75112,Appartement,778000.0
1057319,51.0,75115,Appartement,517250.0
965936,61.0,92049,Appartement,560000.0
1064726,30.0,75114,Appartement,373000.0
981701,62.0,93031,Appartement,145000.0
1062375,25.0,75113,Appartement,275000.0
964002,122.0,92012,Appartement,985365.0
1045961,19.0,75119,Appartement,170000.0
963178,68.0,92049,Appartement,456600.0
1044199,64.0,75119,Appartement,455000.0
976218,45.0,93063,Maison,393000.0
1037546,15.0,75117,Appartement,302522.0
955040,19.0,92024,Appartement,170000.0
979885,70.0,93048,Appartement,404000.0
1000789,80.0,94068,Maison,837000.0
957230,83.0,92002,Appartement,286000.0
1060161,77.0,75115,Appartement,608000.0
965650,22.0,92049,Appartement,170000.0
983199,16.0,93048,Appartement,119500.0
969740,43.0,93059,Appartement,100750.0
971485,94.0,93062,Appartement,437000.0
967759,47.0,93005,Appartement,120000.0
979492,62.0,93051,Appartement,235000.0
967665,29.0,93066,Appartement,157000.0
965265,100.0,92075,Maison,1165400.0
1038328,45.0,75118,Appartement,315000.0
1058939,99.0,75106,Appartement,2078000.0
1059669,50.0,75105,Appartement,570000.0
991113,98.0,94011,Maison,510000.0
1034298,30.0,75110,Appartement,280000.0
1062794,56.0,75112,Appartement,514000.0
1064804,29.0,75111,Appartement,260000.0
1032269,48.0,75104,Appartement,580000.0
1029431,34.0,75118,Appartement,300000.0
968503,42.0,93066,Appartement,210000.0
1034552,39.0,75119,Appartement,290000.0
964262,63.0,92019,Appartement,216000.0
988556,81.0,94041,Appartement,456750.0
960054,36.0,92002,Maison,755000.0
1039388,47.0,75118,Appartement,517000.0
992961,66.0,94046,Appartement,310000.0
1056288,98.0,75115,Appartement,880000.0
1061242,36.0,75111,Appartement,335000.0
983795,45.0,94046,Appartement,220000.0
1042739,68.0,75120,Appartement,648000.0
954290,26.0,92044,Appartement,319000.0
962100,95.0,92012,Appartement,1069750.0
1045296,32.0,75120,Appartement,383000.0
946149,32.0,92025,Appartement,75950.0
1058412,252.0,75116,Appartement,2800000.0
1031698,31.0,75103,Appartement,425900.0
977446,84.0,93008,Appartement,550000.0
962175,90.0,92033,Appartement,525740.0
1034265,63.0,75110,Appartement,510000.0
1046776,25.0,75117,Appartement,250000.0
1045971,27.0,75120,Appartement,250000.0
973566,98.0,93057,Maison,425000.0
964391,86.0,92064,Maison,1257350.0
984027,80.0,94017,Maison,400000.0
1037208,42.0,75119,Appartement,359988.0
1044048,68.0,75118,Appartement,593500.0
949407,142.0,92044,Appartement,1480000.0
976900,84.0,93031,Appartement,82000.0
949885,47.0,92024,Appartement,350250.0
979486,93.0,93032,Maison,430000.0
1043828,48.0,75119,Appartement,567592.0
963065,56.0,92033,Appartement,350000.0
995595,62.0,94058,Appartement,338000.0
991399,61.0,94043,Appartement,345000.0
955653,132.0,92026,Appartement,804000.0
1043556,32.0,75117,Appartement,335000.0
1030171,46.0,75103,Appartement,590000.0
1040009,16.0,75118,Appartement,1256000.0
996867,64.0,94074,Appartement,195000.0
970099,71.0,93013,Maison,203000.0
1034087,123.0,75110,Appartement,1248600.0
975259,78.0,93066,Appartement,239000.0
957464,68.0,92072,Appartement,477250.0
958299,54.0,92040,Appartement,405000.0
959874,63.0,92019,Appartement,389700.0
987406,112.0,94018,Appartement,1053000.0
1037904,38.0,75118,Appartement,600000.0
982520,47.0,93050,Appartement,169000.0
972823,105.0,93029,Appartement,295000.0
947561,45.0,92073,Appartement,155000.0
993059,195.0,94068,Maison,1493500.0
1062854,33.0,75106,Appartement,495238.0
946623,24.0,92073,Appartement,206150.0
963339,44.0,92002,Appartement,318000.0
1000297,133.0,94042,Maison,1060000.0
997088,24.0,94022,Appartement,104000.0
975264,75.0,93010,Appartement,238500.0
976922,77.0,93063,Maison,400000.0
949753,85.0,92026,Appartement,374211.0
983104,35.0,93055,Appartement,115000.0
1053205,89.0,75111,Appartement,1005000.0
1038303,63.0,75118,Appartement,861050.0
989588,61.0,94068,Appartement,590000.0
1060464,81.0,75115,Appartement,1463620.0
988367,57.0,94044,Appartement,211000.0
999569,112.0,94033,Appartement,1045800.0
1048558,56.0,75116,Appartement,910000.0
1063567,133.0,75112,Maison,1236600.0
1058738,57.0,75115,Appartement,597500.0
1046618,29.0,75119,Appartement,180000.0
957059,47.0,92048,Appartement,374000.0
963107,78.0,92077,Appartement,478643.0
966623,26.0,92007,Appartement,150000.0
999419,20.0,94003,Appartement,153000.0
989344,120.0,94042,Maison,1194180.0
998152,80.0,94075,Appartement,245000.0
1032153,35.0,75110,Appartement,379900.0
1064003,96.0,75106,Appartement,2365750.0
1049759,25.0,75106,Appartement,325000.0
1043520,33.0,75117,Appartement,392174.0
985749,39.0,94081,Appartement,170000.0
1060033,48.0,75112,Appartement,380000.0
1044507,70.0,75109,Appartement,720000.0
972375,86.0,93062,Appartement,449320.0
975715,88.0,93050,Appartement,480000.0
996520,52.0,94076,Appartement,265550.0
1061213,15.0,75113,Appartement,200000.0
960902,96.0,92040,Appartement,215000.0
1038646,26.0,75119,Appartement,250000.0
1047444,26.0,75106,Appartement,609305.0
996251,60.0,94077,Appartement,235000.0
967635,55.0,93048,Appartement,285000.0
1045321,77.0,75104,Appartement,1170000.0
983318,114.0,93071,Maison,350000.0
991516,90.0,94073,Maison,396200.0
972613,60.0,93073,Appartement,172000.0
978528,86.0,93061,Appartement,520000.0
1054149,47.0,75116,Appartement,630000.0
1053816,54.0,75111,Appartement,505000.0
946373,57.0,92004,Appartement,440500.0
1061581,190.0,75107,Appartement,3330000.0
995530,77.0,94021,Maison,1535000.0
1048725,73.0,75111,Appartement,1250000.0
978472,64.0,93057,Maison,225000.0
985233,34.0,94080,Appartement,315000.0
1053445,12.0,75111,Appartement,150000.0
1039427,22.0,75102,Appartement,172000.0
964208,20.0,92014,Appartement,81000.0
1053492,37.0,75115,Appartement,524000.0
959929,88.0,92002,Appartement,590000.0
1035070,108.0,75117,Appartement,390360.0
1042637,10.0,75108,Appartement,69000.0
1029827,46.0,75119,Appartement,495850.0
1051594,30.0,75112,Appartement,315000.0
1000074,46.0,94079,Appartement,228000.0
968963,21.0,93053,Appartement,67000.0
965933,39.0,92040,Appartement,307125.0
981716,38.0,93045,Appartement,234436.16
981571,68.0,93050,Appartement,150000.0
1059315,66.0,75116,Appartement,750000.0
1048358,52.0,75115,Appartement,420000.0
967536,92.0,93046,Appartement,229950.0
962247,81.0,92049,Appartement,737000.0
984768,65.0,94021,Maison,410000.0
969553,95.0,93078,Appartement,211000.0
999831,84.0,94016,Appartement,326000.0
1054300,93.0,75114,Appartement,1119700.0
1030071,35.0,75103,Appartement,550000.0
1057285,105.0,75105,Appartement,1600000.0
964993,52.0,92012,Appartement,426400.0
1033071,31.0,75119,Appartement,302500.0
1040174,40.0,75119,Appartement,330000.0
1047451,54.0,75113,Appartement,457000.0
1043805,43.0,75120,Appartement,450700.0
960376,37.0,92048,Appartement,282750.0
976979,33.0,93066,Appartement,297400.0
1055243,114.0,75116,Appartement,1300000.0
994247,24.0,94068,Appartement,190000.0
972161,40.0,93005,Appartement,120000.0
977655,54.0,93048,Appartement,283000.0
968540,63.0,93031,Appartement,160000.0
991534,46.0,94028,Appartement,233000.0
948147,38.0,92044,Appartement,233000.0
981432,93.0,93051,Maison,595000.0
989541,67.0,94058,Appartement,355000.0
985538,28.0,94081,Appartement,173000.0
1037320,53.0,75120,Appartement,556000.0
980114,50.0,93066,Appartement,195000.0
962415,70.0,92002,Maison,121250.0
946697,52.0,92024,Appartement,440500.0
1037744,34.0,75118,Appartement,1097429.0
994777,58.0,94003,Maison,1029515.0
944679,29.0,92062,Appartement,295000.0
993716,53.0,94071,Appartement,188000.0
999740,18.0,94041,Appartement,98400.0
990160,63.0,94080,Appartement,575000.0
1057313,95.0,75116,Appartement,1083000.0
990462,54.0,94028,Appartement,170000.0
949450,35.0,92062,Appartement,257000.0
1056078,10.0,75107,Appartement,320000.0
1045356,22.0,75120,Appartement,171000.0
1039377,83.0,75109,Appartement,1465000.0
981189,60.0,93077,Appartement,200000.0
952983,67.0,92026,Appartement,460900.0
1058224,27.0,75106,Appartement,400000.0
945529,112.0,92051,Appartement,1346550.0
1060205,85.0,75116,Appartement,850000.0
1039656,13.0,75103,Appartement,370000.0
983015,89.0,93062,Appartement,325725.0
1053064,25.0,75105,Appartement,391000.0
996460,220.0,94068,Maison,1400000.0
953786,79.0,92050,Appartement,325000.0
948358,48.0,92009,Appartement,370000.0
1046007,25.0,75101,Appartement,449500.0
974153,67.0,93050,Appartement,173000.0
990266,59.0,94044,Appartement,160000.0
966270,67.0,92012,Appartement,510940.0
1052958,49.0,75116,Appartement,608000.0
988249,17.0,94068,Appartement,124000.0
1029393,48.0,75118,Appartement,491000.0
992810,72.0,94080,Appartement,835000.0
999824,43.0,94079,Appartement,215000.0
1053204,13.0,75106,Appartement,150000.0
973508,55.0,93048,Appartement,352000.0
1054495,100.0,75112,Appartement,1232000.0
951793,86.0,92051,Appartement,948000.0
994131,103.0,94058,Appartement,601650.0
999050,156.0,94019,Maison,751700.0
997303,45.0,94017,Appartement,105000.0
963963,85.0,92064,Appartement,674650.0
996497,77.0,94077,Maison,280000.0
1033105,90.0,75117,Appartement,1465000.0
1035004,29.0,75103,Appartement,418950.0
1038451,107.0,75109,Appartement,16536.0
1035826,30.0,75110,Appartement,350208.0
1047900,125.0,75116,Appartement,1340000.0
979697,93.0,93006,Appartement,360000.0
956342,27.0,92004,Appartement,183000.0
1054876,38.0,75113,Appartement,418250.0
1038964,18.0,75118,Appartement,191000.0
975522,81.0,93032,Maison,490000.0
992871,46.0,94017,Appartement,210000.0
1038523,31.0,75118,Appartement,348000.0
965528,32.0,92012,Appartement,285000.0
1046449,60.0,75120,Appartement,627000.0
974065,36.0,93015,Appartement,155000.0
993820,62.0,94028,Appartement,371500.0
951976,34.0,92026,Appartement,200000.0
967043,68.0,92020,Appartement,265100.0
1059334,8.0,75112,Appartement,125000.0
956743,66.0,92002,Appartement,230000.0
980887,60.0,93014,Appartement,127000.0
1030461,16.0,75110,Appartement,191350.0
959327,70.0,92072,Appartement,395000.0
956269,70.0,92024,Appartement,722500.0
982766,41.0,93051,Appartement,157000.0
984268,81.0,94081,Appartement,303000.0
1059906,8.0,75105,Appartement,168300.0
997342,75.0,94033,Appartement,542650.0
950935,97.0,92009,Appartement,726679.0
1061985,9.0,75111,Appartement,89500.0
976270,65.0,93051,Appartement,290000.0
980767,86.0,93045,Appartement,600330.0
1046904,77.0,75105,Appartement,1045000.0
997648,67.0,94058,Appartement,407500.0
969315,69.0,93001,Appartement,204000.0
953850,69.0,92004,Appartement,405000.0
