,surface_reelle_bati,code_commune,type_local,valeur_fonciere
1037118,76.0,75119,Appartement,745000.0
1058758,80.0,75106,Appartement,1060000.0
996757,44.0,94042,Appartement,325000.0
969982,81.0,93073,Maison,322271.75
984833,87.0,94068,Appartement,694100.0
970439,40.0,93032,Maison,230000.0
970710,41.0,93031,Appartement,132000.0
1057757,196.0,75106,Appartement,2234000.0
1059618,24.0,75111,Appartement,327900.0
970845,48.0,93048,Appartement,313180.0
1035537,24.0,75119,Appartement,250000.0
994598,63.0,94055,Maison,370000.0
1033571,96.0,75117,Appartement,1220000.0
950597,64.0,92063,Appartement,393000.0
1046844,64.0,75103,Appartement,1035930.0
964819,65.0,92014,Appartement,283470.0
982523,38.0,93029,Maison,230000.0
963725,67.0,92049,Appartement,619000.0
975781,24.0,93046,Appartement,108000.0
1035506,18.0,75104,Appartement,197577.0
947180,26.0,92050,Appartement,130500.0
986528,47.0,94038,Appartement,176000.0
971427,48.0,93050,Appartement,150000.0
1040339,66.0,75117,Appartement,393333.34
971260,27.0,93001,Appartement,133000.0
963179,29.0,92020,Appartement,163000.0
1044700,19.0,75118,Appartement,162500.0
951763,275.0,92050,Appartement,1034750.0
1057093,37.0,75115,Appartement,395000.0
1032822,30.0,75118,Appartement,361200.0
986147,82.0,94022,Appartement,310000.0
954867,34.0,92044,Appartement,311170.0
1057812,61.0,75111,Appartement,903000.0
946084,172.0,92044,Maison,2366500.0
972921,24.0,93001,Appartement,135000.0
987693,63.0,94068,Appartement,553000.0
964551,72.0,92049,Appartement,570000.0
998568,41.0,94076,Appartement,223740.0
1033461,48.0,75120,Appartement,484650.0
1062295,85.0,75113,Appartement,600200.0
982283,68.0,93010,Appartement,267000.0
1000486,403.0,94071,Maison,1100000.0
959364,122.0,92012,Appartement,1200000.0
1044025,44.0,75119,Appartement,438200.0
984919,75.0,94028,Appartement,339000.0
959187,57.0,92007,Appartement,335000.0
1034359,12.0,75109,Appartement,155000.0
974451,57.0,93057,Maison,345000.0
992074,65.0,94015,Appartement,305000.0
1042993,61.0,75109,Appartement,665000.0
991673,69.0,94080,Appartement,735000.0
1039644,37.0,75120,Appartement,407000.0
976389,62.0,93031,Appartement,182500.0
1042051,25.0,75118,Appartement,260000.0
967543,74.0,93055,Appartement,575000.0
993112,33.0,94067,Appartement,313500.0
971791,35.0,93010,Appartement,159000.0
1062013,188.0,75116,Appartement,1850000.0
955946,16.0,92024,Appartement,570000.0
1035447,140.0,75117,Appartement,1603200.0
971008,50.0,93073,Appartement,158000.0
966525,27.0,92012,Appartement,240000.0
1059559,96.0,75114,Appartement,751200.0
966709,53.0,92032,Appartement,241000.0
980587,26.0,93048,Appartement,215000.0
1036125,69.0,75102,Appartement,1064700.0
958992,14.0,92048,Appartement,435000.0
1046162,10.0,75119,Appartement,71000.0
970329,41.0,93049,Appartement,194050.0
945063,96.0,92050,Maison,560750.0
1037494,33.0,75109,Appartement,397100.0
1047814,76.0,75112,Appartement,722000.0
992546,100.0,94069,Appartement,905000.0
1031248,69.0,75109,Appartement,1242034.0
993245,81.0,94078,Maison,285000.0
1038657,23.0,75120,Appartement,220000.0
1041508,101.0,75102,Appartement,1164000.0
948725,66.0,92050,Appartement,424000.0
945385,57.0,92050,Appartement,259000.0
951646,63.0,92050,Appartement,325000.0
1063956,54.0,75115,Appartement,635390.0
955155,64.0,92044,Appartement,644800.0
1047771,27.0,75115,Appartement,338000.0
1037805,67.0,75102,Appartement,379000.0
992438,50.0,94017,Maison,280000.0
1060848,136.0,75116,Appartement,1605000.0
959205,56.0,92012,Appartement,432000.0
1057894,46.0,75107,Appartement,715000.0
958273,62.0,92049,Appartement,335000.0
993689,70.0,94079,Appartement,289000.0
1031723,10.0,75118,Appartement,728000.0
955221,53.0,92026,Appartement,14000.0
998360,66.0,94002,Appartement,457320.0
972258,77.0,93013,Appartement,318000.0
969410,61.0,93031,Appartement,140000.0
1032677,70.0,75109,Appartement,891000.0
1059817,9.0,75105,Appartement,115000.0
960232,30.0,92048,Appartement,210000.0
1038585,90.0,75103,Appartement,1135000.0
953522,57.0,92024,Appartement,467050.0
1055000,32.0,75114,Appartement,368741.28
1035350,45.0,75119,Appartement,480000.0
1062329,27.0,75111,Appartement,422400.0
1055565,350.0,75116,Appartement,8100000.0
994352,95.0,94004,Maison,420000.0
1039926,87.0,75118,Appartement,968000.0
1040923,33.0,75119,Appartement,337500.0
996726,83.0,94033,Appartement,723000.0
960632,150.0,92007,Maison,1124700.0
949254,30.0,92044,Appartement,320000.0
946722,67.0,92073,Appartement,515300.0
985399,37.0,94033,Appartement,313960.0
985973,17.0,94004,Appartement,55000.0
948212,100.0,92051,Appartement,1762410.0
1052730,185.0,75116,Appartement,3306420.0
1062464,48.0,75112,Appartement,505000.0
1046168,105.0,75117,Appartement,1320000.0
1055539,25.0,75112,Appartement,216000.0
992805,22.0,94068,Appartement,246400.0
993984,66.0,94022,Appartement,266000.0
1043699,25.0,75120,Appartement,80000.0
1041415,65.0,75110,Appartement,510000.0
970958,39.0,93013,Appartement,129000.0
964518,50.0,92048,Appartement,304000.0
962018,75.0,92012,Appartement,745000.0
966929,49.0,92019,Appartement,325000.0
1058492,55.0,75106,Appartement,1380000.0
961585,61.0,92072,Appartement,368400.0
1058949,70.0,75113,Appartement,578300.0
988831,83.0,94028,Appartement,254000.0
1053026,82.0,75105,Appartement,1150000.0
968894,90.0,93059,Maison,310000.0
985378,68.0,94002,Appartement,300035.0
1047072,64.0,75112,Appartement,639000.0
991610,71.0,94073,Appartement,233000.0
1038191,148.0,75117,Appartement,2989271.0
959811,64.0,92060,Appartement,385000.0
1042610,4.0,75109,Appartement,50300.0
973993,44.0,93064,Appartement,222500.0
1042328,25.0,75104,Appartement,339500.0
1029247,43.0,75118,Appartement,390000.0
991860,42.0,94076,Appartement,255600.0
970679,152.0,93050,Maison,766500.0
1045096,29.0,75110,Appartement,520000.0
983536,36.0,93001,Appartement,157000.0
1059875,18.0,75114,Appartement,177000.0
1045909,50.0,75120,Appartement,525000.0
965617,45.0,92012,Appartement,427850.0
1051013,175.0,75116,Appartement,2390400.0
1055953,104.0,75116,Appartement,1140000.0
1040029,77.0,75108,Appartement,1285600.0
960494,67.0,92032,Appartement,304960.0
1036148,32.0,75118,Appartement,331700.0
978257,86.0,93055,Appartement,334900.0
1034022,30.0,75119,Appartement,250000.0
1035147,164.0,75108,Appartement,2310000.0
967036,66.0,92072,Appartement,311900.0
1055224,101.0,75116,Appartement,1572450.0
1031732,53.0,75103,Appartement,689625.0
983364,37.0,93048,Appartement,150000.0
1030252,57.0,75120,Appartement,524000.0
999700,28.0,94081,Appartement,132400.0
981366,42.0,93064,Appartement,157000.0
984380,35.0,94022,Appartement,149000.0
965323,61.0,92040,Appartement,450000.0
1062956,95.0,75112,Appartement,872700.0
944965,141.0,92051,Appartement,1558330.0
995872,40.0,94071,Appartement,180000.0
966613,50.0,92022,Maison,676660.0
1032084,30.0,75120,Appartement,360000.0
1065218,78.0,75112,Appartement,760000.0
1035860,90.0,75109,Appartement,460000.0
1044737,25.0,75117,Appartement,170000.0
1050806,142.0,75112,Appartement,1415000.0
1043166,53.0,75118,Appartement,547500.0
952568,40.0,92044,Appartement,430000.0
1035870,71.0,75102,Appartement,1000000.0
1060655,20.0,75114,Appartement,230000.0
1043057,38.0,75119,Appartement,425000.0
1038459,74.0,75118,Appartement,490000.0
1045330,15.0,75118,Appartement,145000.0
1059499,45.0,75111,Appartement,515000.0
975742,70.0,93046,Maison,239000.0
956078,115.0,92044,Appartement,1050000.0
1049516,52.0,75105,Appartement,212000.0
991104,69.0,94028,Appartement,240000.0
1051618,26.0,75106,Appartement,154485.0
1033765,33.0,75120,Appartement,249400.0
993989,67.0,94080,Appartement,715000.0
955760,45.0,92026,Appartement,303000.0
994530,130.0,94065,Maison,640000.0
947858,82.0,92026,Appartement,592325.0
1039476,110.0,75117,Appartement,1515140.0
1044399,45.0,75120,Appartement,370000.0
969665,115.0,93073,Maison,380000.0
980051,81.0,93057,Appartement,344680.0
982521,77.0,93062,Appartement,290000.0
971027,70.0,93078,Maison,280000.0
1031087,196.0,75117,Appartement,2200000.0
987362,56.0,94080,Appartement,555000.0
997832,44.0,94080,Appartement,406400.0
962988,13.0,92012,Appartement,145000.0
962716,88.0,92014,Maison,760000.0
950919,90.0,92035,Appartement,580000.0
982492,59.0,93013,Appartement,223000.0
996637,87.0,94067,Appartement,670000.0
945075,33.0,92024,Appartement,258200.0
1000970,126.0,94081,Appartement,204500.0
1063331,58.0,75116,Appartement,780000.0
950755,80.0,92036,Maison,345550.0
977828,80.0,93057,Maison,404000.0
1035467,45.0,75109,Appartement,439000.0
1038187,84.0,75117,Appartement,745000.0
1053922,36.0,75115,Appartement,441480.0
1037290,29.0,75117,Appartement,1050000.0
984253,71.0,94068,Appartement,373000.0
973857,15.0,93013,Appartement,200000.0
958551,44.0,92048,Appartement,220000.0
1049134,47.0,75115,Appartement,517000.0
954109,28.0,92063,Appartement,125000.0
955163,63.0,92050,Appartement,360800.0
1064066,72.0,75115,Appartement,650000.0
984540,58.0,94001,Maison,280000.0
1040152,48.0,75118,Appartement,600000.0
1059114,110.0,75116,Appartement,1221154.0
1050609,38.0,75115,Appartement,358000.0
1048392,31.0,75111,Appartement,310000.0
1050383,82.0,75111,Appartement,1113000.0
1040278,14.0,75118,Appartement,190000.0
1031479,15.0,75102,Appartement,296000.0
956456,44.0,92062,Appartement,327590.0
959978,101.0,92002,Maison,600000.0
964500,106.0,92022,Appartement,954100.0
1040450,141.0,75117,Appartement,1785400.0
956841,36.0,92022,Appartement,127000.0
986238,56.0,94068,Appartement,265000.0
968265,59.0,93050,Appartement,175000.0
947778,107.0,92026,Appartement,810388.0
1048344,12.0,75116,Appartement,150000.0
949553,90.0,92062,Appartement,880000.0
1044701,27.0,75117,Appartement,320000.0
1062287,79.0,75115,Appartement,1100000.0
1040661,13.0,75109,Appartement,189520.0
1062540,34.0,75114,Appartement,1150000.0
961199,85.0,92060,Appartement,490750.0
981441,61.0,93062,Maison,545000.0
1051917,32.0,75111,Appartement,398000.0
959844,80.0,92049,Appartement,735000.0
976166,23.0,93001,Appartement,325000.0
983620,40.0,93070,Appartement,690000.0
1043107,38.0,75104,Appartement,495000.0
996768,56.0,94044,Appartement,200000.0
1030709,25.0,75118,Appartement,355000.0
961770,38.0,92072,Maison,250000.0
1041779,60.0,75120,Appartement,437000.0
954684,36.0,92024,Appartement,495000.0
1033882,19.0,75109,Appartement,170000.0
970189,144.0,93073,Maison,330000.0
987604,36.0,94067,Appartement,396000.0
1053464,51.0,75105,Appartement,450000.0
982082,48.0,93051,Appartement,253215.0
967611,70.0,93001,Maison,190000.0
1045411,58.0,75119,Appartement,457000.0
964578,51.0,92012,Appartement,200000.0
952106,40.0,92063,Appartement,274601.0
1051864,14.0,75114,Appartement,80000.0
961842,79.0,92048,Appartement,685000.0
1033865,41.0,75117,Appartement,515000.0
950397,40.0,92026,Appartement,315000.0
972432,44.0,93048,Appartement,303000.0
989543,29.0,94068,Appartement,180000.0
1032548,28.0,75120,Appartement,255000.0
1043592,12.0,75118,Appartement,180000.0
1057271,27.0,75111,Appartement,270000.0
972201,49.0,93063,Appartement,165000.0
978369,57.0,93029,Appartement,170000.0
976555,34.0,93051,Appartement,172000.0
980429,57.0,93070,Appartement,423000.0
971279,73.0,93051,Appartement,339476.0
949631,85.0,92051,Appartement,870000.0
1039544,30.0,75109,Appartement,409800.0
1043765,17.0,75101,Appartement,250000.0
986631,94.0,94068,Appartement,612998.0
982524,135.0,93010,Maison,364000.0
1058958,107.0,75116,Appartement,912000.0
945365,90.0,92004,Appartement,967500.0
1039452,38.0,75120,Appartement,439800.0
1000815,85.0,94068,Maison,627000.0
976227,27.0,93051,Maison,205000.0
1031066,53.0,75117,Appartement,750000.0
1050000,38.0,75113,Appartement,294717.0
1036856,85.0,75109,Appartement,1070000.0
951201,29.0,92051,Appartement,315000.0
1049603,48.0,75113,Appartement,466100.0
1001190,96.0,94017,Maison,585000.0
952088,36.0,92035,Appartement,258000.0
1030148,60.0,75102,Appartement,514000.0
1048164,19.0,75111,Appartement,245000.0
981815,32.0,93029,Appartement,75000.0
1030230,117.0,75108,Appartement,1670000.0
1056909,124.0,75107,Appartement,2390790.0
1047317,40.0,75115,Appartement,308000.0
1043367,55.0,75103,Appartement,435950.0
945835,70.0,92050,Appartement,358000.0
1046393,38.0,75117,Appartement,320000.0
1040674,30.0,75119,Appartement,350000.0
970308,47.0,93005,Appartement,110000.0
987525,43.0,94068,Appartement,320030.0
1043508,18.0,75118,Appartement,122925.41
1056100,75.0,75116,Appartement,1232700.0
972929,84.0,93029,Maison,258000.0
1053051,22.0,75106,Appartement,141000.0
955248,58.0,92026,Appartement,349000.0
1051875,65.0,75105,Appartement,890000.0
1065271,150.0,75107,Appartement,1818000.0
949624,69.0,92009,Appartement,789500.0
1059527,67.0,75115,Appartement,675000.0
1058864,19.0,75105,Appartement,255000.0
954155,63.0,92073,Appartement,427000.0
950530,58.0,92044,Appartement,665362.0
996464,60.0,94081,Appartement,205000.0
996018,120.0,94058,Maison,940000.0
992779,65.0,94002,Appartement,388257.0
990916,46.0,94018,Appartement,385000.0
984665,78.0,94076,Appartement,350000.0
1057083,23.0,75112,Appartement,391070.0
1045220,13.0,75117,Appartement,220000.0
974588,59.0,93005,Appartement,118000.0
956326,134.0,92051,Appartement,1650000.0
1032463,88.0,75108,Appartement,1292000.0
1050290,44.0,75113,Appartement,480000.0
996257,56.0,94076,Appartement,330150.0
955755,63.0,92025,Appartement,185000.0
991862,82.0,94078,Maison,249000.0
957203,69.0,92023,Appartement,461000.0
1046013,54.0,75119,Appartement,527550.0
961252,27.0,92046,Appartement,210200.0
999711,35.0,94043,Appartement,221000.0
983086,72.0,93046,Maison,351000.0
970656,36.0,93048,Appartement,295000.0
990443,41.0,94038,Appartement,185000.0
959976,44.0,92048,Appartement,311850.0
1040692,20.0,75109,Appartement,205000.0
1033592,28.0,75117,Appartement,302440.0
1050510,73.0,75114,Appartement,1095000.0
957634,31.0,92012,Appartement,240000.0
1057009,59.0,75114,Appartement,400000.0
992550,34.0,94041,Appartement,160000.0
970437,72.0,93032,Maison,307000.0
971067,85.0,93071,Maison,255000.0
1033484,42.0,75110,Appartement,312000.0
1049237,90.0,75111,Appartement,1042500.0
1051294,183.0,75116,Appartement,2817100.0
1052208,70.0,75115,Appartement,776200.0
1061340,46.0,75112,Appartement,491400.0
1053590,33.0,75114,Appartement,291866.0
949756,71.0,92004,Appartement,498600.0
1047299,120.0,75116,Appartement,1400000.0
989635,20.0,94046,Appartement,109999.0
1057952,40.0,75113,Appartement,371600.0
948099,66.0,92025,Appartement,398000.0
981250,67.0,93066,Appartement,181700.0
1044231,36.0,75117,Appartement,290000.0
970608,126.0,93048,Appartement,1056700.0
967837,40.0,93078,Appartement,90000.0
1048333,61.0,75111,Appartement,645000.0
982819,50.0,93005,Appartement,203000.0
962848,24.0,92019,Appartement,140000.0
976925,69.0,93071,Maison,260000.0
1061076,20.0,75105,Appartement,295000.0
1033131,94.0,75109,Appartement,1100000.0
1049932,47.0,75116,Appartement,515000.0
1035744,30.0,75118,Appartement,400000.0
979056,80.0,93045,Maison,1157600.0
996887,60.0,94081,Appartement,264020.0
961889,76.0,92002,Maison,234500.0
1064454,27.0,75106,Appartement,371340.0
1047813,17.0,75116,Appartement,215000.0
950024,18.0,92026,Appartement,163000.0
1053723,130.0,75116,Appartement,2440000.0
1046407,25.0,75110,Appartement,250000.0
971187,32.0,93029,Maison,403000.0
975377,83.0,93055,Appartement,620000.0
1035017,32.0,75118,Appartement,441250.0
979113,80.0,93070,Appartement,569075.0
990282,72.0,94080,Appartement,631800.0
963734,97.0,92002,Appartement,554600.0
944885,65.0,92035,Appartement,330000.0
967082,32.0,92022,Appartement,235000.0
1048548,50.0,75112,Appartement,357925.0
947433,85.0,92063,Appartement,457750.0
960233,80.0,92022,Appartement,460000.0
964250,52.0,92040,Appartement,379920.0
946717,14.0,92051,Appartement,2850000.0
1054241,117.0,75106,Appartement,1089735.0
998954,61.0,94076,Appartement,360000.0
999594,60.0,94052,Appartement,400000.0
1034979,27.0,75118,Appartement,375240.0
1064611,20.0,75116,Appartement,292980.0
985477,43.0,94076,Appartement,220000.0
1032105,12.0,75117,Appartement,150000.0
1052329,35.0,75116,Appartement,2579557.0
990503,55.0,94018,Maison,985000.0
969574,21.0,93001,Appartement,75000.0
960053,72.0,92033,Appartement,450000.0
949534,94.0,92073,Appartement,759000.0
950581,55.0,92024,Maison,2210000.0
947177,84.0,92050,Appartement,337500.0
992069,86.0,94019,Appartement,759100.0
1055349,36.0,75113,Appartement,354070.0
1050672,54.0,75114,Appartement,636300.0
974793,67.0,93046,Appartement,145000.0
965059,128.0,92048,Appartement,1050000.0
958497,96.0,92076,Appartement,507000.0
967240,38.0,93064,Appartement,145000.0
999435,116.0,94033,Maison,588000.0
1060240,250.0,75116,Appartement,2725000.0
986571,15.0,94080,Appartement,202000.0
955700,104.0,92026,Appartement,731393.0
984754,60.0,94033,Maison,713000.0
1055008,66.0,75114,Appartement,704015.0
992995,60.0,94041,Maison,384650.0
969834,64.0,93064,Appartement,288000.0
1046108,73.0,75119,Appartement,730850.0
1033668,172.0,75103,Appartement,2400000.0
947440,20.0,92050,Appartement,142500.0
1044064,66.0,75103,Appartement,949320.0
993068,81.0,94067,Appartement,690000.0
965750,38.0,92064,Appartement,295000.0
984346,83.0,94068,Maison,706000.0
968831,78.0,93005,Maison,303710.12
1040003,52.0,75117,Appartement,893250.0
971145,70.0,93029,Maison,220000.0
997726,140.0,94004,Maison,390000.0
1029948,78.0,75110,Appartement,112500.0
965470,19.0,92075,Appartement,121435.0
1048291,72.0,75115,Appartement,781800.0
995773,52.0,94046,Appartement,1749000.0
1031151,12.0,75104,Appartement,104000.0
986363,50.0,94033,Appartement,275000.0
1034199,40.0,75109,Appartement,420490.0
1063766,43.0,75113,Appartement,188000.0
948957,110.0,92063,Maison,949545.0
969596,20.0,93029,Appartement,95000.0
964623,41.0,92040,Appartement,360000.0
995936,68.0,94011,Appartement,232000.0
1060400,39.0,75115,Appartement,533600.0
1043415,110.0,75103,Appartement,1366100.0
1045060,20.0,75110,Appartement,215000.0
973009,105.0,93005,Maison,460000.0
962030,41.0,92007,Appartement,299100.0
980260,41.0,93072,Appartement,143000.0
989703,107.0,94069,Appartement,1048000.0
968667,40.0,93033,Appartement,167000.0
1048500,30.0,75115,Appartement,280400.0
1064548,29.0,75105,Appartement,325000.0
1051394,83.0,75115,Appartement,735000.0
998271,115.0,94052,Maison,1340000.0
1054278,20.0,75112,Appartement,388000.0
1057429,25.0,75116,Appartement,255000.0
1050128,72.0,75113,Appartement,725000.0
957950,58.0,92072,Appartement,533654.0
1060972,137.0,75107,Appartement,2100000.0
970827,20.0,93029,Maison,270000.0
999570,80.0,94078,Maison,425000.0
1036363,134.0,75109,Appartement,1719550.0
971985,98.0,93077,Maison,492500.0
981496,30.0,93046,Maison,180000.0
1000841,61.0,94071,Appartement,172737.0
